key;context;value;
Bulba;query;place|GLOB2_1256|Bilba;
Bulboe;query;place|GLOB2_1256|Bilba;
Seven Korales;query;place|GLOB2_1259|Seven Korales;
Zeven Corles;query;place|GLOB2_1259|Seven Korales;
Pacific Ocean;query;place|GLOB2_1266|Pacific Ocean;
Stille Oceaan;query;place|GLOB2_1266|Pacific Ocean;
Stille Zuidzee;query;place|GLOB2_1266|Pacific Ocean;
Lamahala;query;place|GLOB2_1267|Lamahala;
Lamahala Jaya;query;place|GLOB2_1267|Lamahala;
Lamacquera;query;place|GLOB2_1268|Lamakera;
Lamake;query;place|GLOB2_1268|Lamakera;
Lamakera;query;place|GLOB2_1268|Lamakera;
Benteng Tolukko;query;place|GLOB2_1270|Benteng Tolukko;
Talouky;query;place|GLOB2_1270|Benteng Tolukko;
Taloyky;query;place|GLOB2_1270|Benteng Tolukko;
Taluco;query;place|GLOB2_1270|Benteng Tolukko;
Terlucco;query;place|GLOB2_1270|Benteng Tolukko;
Tolloucke;query;place|GLOB2_1270|Benteng Tolukko;
Tolokko;query;place|GLOB2_1270|Benteng Tolukko;
Tolouco;query;place|GLOB2_1270|Benteng Tolukko;
Tolucco;query;place|GLOB2_1270|Benteng Tolukko;
Tolukko;query;place|GLOB2_1270|Benteng Tolukko;
Kay;query;place|GLOB2_1271|Kepulauan Kei;
Kei;query;place|GLOB2_1271|Kepulauan Kei;
Kepulauan Kei;query;place|GLOB2_1271|Kepulauan Kei;
Gunung Parang;query;place|GLOB2_1272|Gunung Parang;
Parang;query;place|GLOB2_1272|Gunung Parang;
Parran;query;place|GLOB2_1272|Gunung Parang;
Island of Salawatty;query;place|GLOB2_1273|Pulau Salawati;
Pulau Salawati;query;place|GLOB2_1273|Pulau Salawati;
Salawati;query;place|GLOB2_1273|Pulau Salawati;
Salwattij;query;place|GLOB2_1273|Pulau Salawati;
Mahe;query;place|GLOB2_1274|Mahē;
Mahé;query;place|GLOB2_1274|Mahē;
Mahē;query;place|GLOB2_1274|Mahē;
Maje;query;place|GLOB2_1274|Mahē;
Majelle;query;place|GLOB2_1274|Mahē;
Maye;query;place|GLOB2_1274|Mahē;
Mayyazhi;query;place|GLOB2_1274|Mahē;
Ragepour;query;place|GLOB2_1275|Rajapur;
Ragiapour;query;place|GLOB2_1275|Rajapur;
Rajapur;query;place|GLOB2_1275|Rajapur;
Rasepour;query;place|GLOB2_1275|Rajapur;
Rasiapour;query;place|GLOB2_1275|Rajapur;
Batang;query;place|GLOB2_1278|Batang;
Bantimurung;query;place|GLOB2_1281|Bantimurung;
Batimouro;query;place|GLOB2_1281|Bantimurung;
Vlaardingen;query;place|GLOB2_1282|Vlaardingen;
Vlaerdinghen;query;place|GLOB2_1282|Vlaardingen;
Batanghari;query;place|GLOB2_1287|Sungai Batang Hari;
Sungai Batang Hari;query;place|GLOB2_1287|Sungai Batang Hari;
Erang;query;place|GLOB2_1289|Erang;
Erangh;query;place|GLOB2_1289|Erang;
Air Musi;query;place|GLOB2_1292|Air Musi;
Musi;query;place|GLOB2_1292|Air Musi;
Italië;query;place|GLOB2_1298|Italy;
Italy;query;place|GLOB2_1298|Italy;
Peru;query;place|GLOB2_1299|Peru;
Pamanoekan;query;place|GLOB2_1300|Pamanukan;
Pamanuccan;query;place|GLOB2_1300|Pamanukan;
Pamanukan;query;place|GLOB2_1300|Pamanukan;
Sincan;query;place|GLOB2_1305|Sinkang;
Sinckan;query;place|GLOB2_1305|Sinkang;
Sinkan;query;place|GLOB2_1305|Sinkang;
Sinkang;query;place|GLOB2_1305|Sinkang;
Mangonjadja;query;place|GLOB2_1307|Mangun Jayo;
Mangun Jayo;query;place|GLOB2_1307|Mangun Jayo;
Mangundjaja;query;place|GLOB2_1307|Mangun Jayo;
Mangunjaya;query;place|GLOB2_1307|Mangun Jayo;
Mongonjaja;query;place|GLOB2_1307|Mangun Jayo;
Obi eilanden;query;place|GLOB2_1311|Pulau Pulau Obi;
Pulau Pulau Obi;query;place|GLOB2_1311|Pulau Pulau Obi;
Jolo Island;query;place|GLOB2_1314|Jolo Island;
Solock;query;place|GLOB2_1314|Jolo Island;
Solot;query;place|GLOB2_1314|Jolo Island;
Sulu;query;place|GLOB2_1314|Jolo Island;
Laha;query;place|GLOB2_1315|Laha;
Madion;query;place|GLOB2_1316|Madiun;
Madiun;query;place|GLOB2_1316|Madiun;
Sepa;query;place|GLOB2_1319|Sepa;
Daensburch;query;place|GLOB2_1322|Fort Dansborg;
Danisborgh;query;place|GLOB2_1322|Fort Dansborg;
Danisburgh;query;place|GLOB2_1322|Fort Dansborg;
Dansborch;query;place|GLOB2_1322|Fort Dansborg;
Dansborg;query;place|GLOB2_1322|Fort Dansborg;
Dansburgh;query;place|GLOB2_1322|Fort Dansborg;
Fort Dansborg;query;place|GLOB2_1322|Fort Dansborg;
Sodia;query;place|GLOB2_1325|Sudiang;
Sodiang;query;place|GLOB2_1325|Sudiang;
Soediang;query;place|GLOB2_1325|Sudiang;
Sudiang;query;place|GLOB2_1325|Sudiang;
Zodian;query;place|GLOB2_1325|Sudiang;
Baía de Maputo;query;place|GLOB2_1326|Baía de Maputo;
Delagoa Bay;query;place|GLOB2_1326|Baía de Maputo;
Delagoabaai;query;place|GLOB2_1326|Baía de Maputo;
Malda;query;place|GLOB2_1334|Malda;
Maldah;query;place|GLOB2_1334|Malda;
Malde;query;place|GLOB2_1334|Malda;
Beloe;query;place|GLOB2_1336|Belu;
Belu;query;place|GLOB2_1336|Belu;
Aurangabad;query;place|GLOB2_1337|Aurangābād;
Aurangābād;query;place|GLOB2_1337|Aurangābād;
Orangabaad;query;place|GLOB2_1337|Aurangābād;
Orangabad;query;place|GLOB2_1337|Aurangābād;
Ourangabadda;query;place|GLOB2_1337|Aurangābād;
Atinggola;query;place|GLOB2_1339|Atinggola;
Attingola;query;place|GLOB2_1339|Atinggola;
Attingolo;query;place|GLOB2_1339|Atinggola;
Campon Barouw;query;place|GLOB2_1341|Kampungbaru;
Camponbero;query;place|GLOB2_1341|Kampungbaru;
Kampon Baroe;query;place|GLOB2_1341|Kampungbaru;
Kampong Baru;query;place|GLOB2_1341|Kampungbaru;
Kampungbaru;query;place|GLOB2_1341|Kampungbaru;
Kinderzee;query;place|GLOB2_1342|Segara Anakan;
Sagaranakan;query;place|GLOB2_1342|Segara Anakan;
Segara Anakan;query;place|GLOB2_1342|Segara Anakan;
Zagaranakan;query;place|GLOB2_1342|Segara Anakan;
Mascarene Islands;query;place|GLOB2_1348|Mascarene Islands;
Mascarenhas;query;place|GLOB2_1348|Mascarene Islands;
Robben Eijland;query;place|GLOB2_1349|Robben Island;
Robben Eijlant;query;place|GLOB2_1349|Robben Island;
Robben Island;query;place|GLOB2_1349|Robben Island;
Robbeneijland;query;place|GLOB2_1349|Robben Island;
Robbeneijlandt;query;place|GLOB2_1349|Robben Island;
Robbeneiland;query;place|GLOB2_1349|Robben Island;
Robbeneyland;query;place|GLOB2_1349|Robben Island;
Robbeneylandt;query;place|GLOB2_1349|Robben Island;
Constantinopel;query;place|GLOB2_1351|Istanbul;
Istanbul;query;place|GLOB2_1351|Istanbul;
Castela;query;place|GLOB2_1354|Castela;
Gam Lamo;query;place|GLOB2_1354|Castela;
Gamma Lamma;query;place|GLOB2_1354|Castela;
Gammalama;query;place|GLOB2_1354|Castela;
Gammalamma;query;place|GLOB2_1354|Castela;
Gammelamma;query;place|GLOB2_1354|Castela;
Gammelamme;query;place|GLOB2_1354|Castela;
Paloe;query;place|GLOB2_1355|Palu;
Palu;query;place|GLOB2_1355|Palu;
Banger;query;place|GLOB2_1357|Bangil;
Bangil;query;place|GLOB2_1357|Bangil;
Deli;query;place|GLOB2_1360|Deli (Sumatra);
Deli (Sumatra);query;place|GLOB2_1360|Deli (Sumatra);
Dilli;query;place|GLOB2_1360|Deli (Sumatra);
Ban Bang Khli;query;place|GLOB2_1363|Ban Bang Khli;
Bangary;query;place|GLOB2_1363|Ban Bang Khli;
Bangery;query;place|GLOB2_1363|Ban Bang Khli;
Water Gate;query;place|GLOB2_1365|Waterpoort (Batavia);
Waterpoort;query;place|GLOB2_1365|Waterpoort (Batavia);
Waterpoort (Batavia);query;place|GLOB2_1365|Waterpoort (Batavia);
Lasem;query;place|GLOB2_1366|Lasem;
Lassam;query;place|GLOB2_1366|Lasem;
Lassem;query;place|GLOB2_1366|Lasem;
Lassum;query;place|GLOB2_1366|Lasem;
Aliaalcherij;query;place|GLOB2_1368|Arialcherry;
Arialcherry;query;place|GLOB2_1368|Arialcherry;
Arialchery;query;place|GLOB2_1368|Arialcherry;
Nagalwancha;query;place|GLOB2_1371|Nagalwancha;
Nagelwanse;query;place|GLOB2_1371|Nagalwancha;
Nagelwanze;query;place|GLOB2_1371|Nagalwancha;
Nagulvancha;query;place|GLOB2_1371|Nagalwancha;
Cauw;query;place|GLOB2_1372|Kao;
Kao;query;place|GLOB2_1372|Kao;
Kau;query;place|GLOB2_1372|Kao;
Pulau Romang;query;place|GLOB2_1376|Pulau Romang;
Roma;query;place|GLOB2_1376|Pulau Romang;
Romang;query;place|GLOB2_1376|Pulau Romang;
Teralta;query;place|GLOB2_1376|Pulau Romang;
Terr'Alta;query;place|GLOB2_1376|Pulau Romang;
Bakibazaar;query;place|GLOB2_1380|Banquibazar;
Bankebazaar;query;place|GLOB2_1380|Banquibazar;
Bankibasaar;query;place|GLOB2_1380|Banquibazar;
Banquibazar;query;place|GLOB2_1380|Banquibazar;
Agam;query;place|GLOB2_1381|Agam;
Fort Nassau (Banda);query;place|GLOB2_1382|Fort Nassau (Banda);
Nassau, Kasteel;query;place|GLOB2_1382|Fort Nassau (Banda);
Neira fort Nassauw;query;place|GLOB2_1382|Fort Nassau (Banda);
Neira fort Nassou;query;place|GLOB2_1382|Fort Nassau (Banda);
Neira fort Nassouw;query;place|GLOB2_1382|Fort Nassau (Banda);
fort Nassau;query;place|GLOB2_1382|Fort Nassau (Banda);
Falta;query;place|GLOB2_1383|Phalta;
Phalta;query;place|GLOB2_1383|Phalta;
Volta;query;place|GLOB2_1383|Phalta;
Anger;query;place|GLOB2_1385|Anyer;
Anguer;query;place|GLOB2_1385|Anyer;
Anjar;query;place|GLOB2_1385|Anyer;
Anjer;query;place|GLOB2_1385|Anyer;
Anyar;query;place|GLOB2_1385|Anyer;
Anyer;query;place|GLOB2_1385|Anyer;
Gamkonora;query;place|GLOB2_1387|Gamkonora;
Gammacanorre;query;place|GLOB2_1387|Gamkonora;
Gammaknorra;query;place|GLOB2_1387|Gamkonora;
Pulau-pulau Talaud;query;place|GLOB2_1390|Pulau-pulau Talaud;
Talaud;query;place|GLOB2_1390|Pulau-pulau Talaud;
Talauw;query;place|GLOB2_1390|Pulau-pulau Talaud;
Bayāna;query;place|GLOB2_1391|Bayāna;
Biana;query;place|GLOB2_1391|Bayāna;
Pehoe;query;place|GLOB2_1393|Penghu Qundao;
Pehou;query;place|GLOB2_1393|Penghu Qundao;
Pehu;query;place|GLOB2_1393|Penghu Qundao;
Peng-Hu;query;place|GLOB2_1393|Penghu Qundao;
Penghoe;query;place|GLOB2_1393|Penghu Qundao;
Penghu;query;place|GLOB2_1393|Penghu Qundao;
Penghu Islands;query;place|GLOB2_1393|Penghu Qundao;
Penghu Qundao;query;place|GLOB2_1393|Penghu Qundao;
Pescadores;query;place|GLOB2_1393|Penghu Qundao;
澎湖;query;place|GLOB2_1393|Penghu Qundao;
澎湖諸島;query;place|GLOB2_1393|Penghu Qundao;
Genoa;query;place|GLOB2_1395|Genoa;
Genua;query;place|GLOB2_1395|Genoa;
Pahan;query;place|GLOB2_1401|Pahang;
Pahang;query;place|GLOB2_1401|Pahang;
Pahangh;query;place|GLOB2_1401|Pahang;
Delft (eiland);query;place|GLOB2_1402|Delft Island (Sri Lanka);
Delft Island (Sri Lanka);query;place|GLOB2_1402|Delft Island (Sri Lanka);
Cipir;query;place|GLOB2_1403|Pulau Kayangan;
Cuijpers Eijlandt;query;place|GLOB2_1403|Pulau Kayangan;
Cuyper;query;place|GLOB2_1403|Pulau Kayangan;
Kuijper;query;place|GLOB2_1403|Pulau Kayangan;
Kuiper (eiland);query;place|GLOB2_1403|Pulau Kayangan;
Kuyper Eyland;query;place|GLOB2_1403|Pulau Kayangan;
Pulau Kahyangan;query;place|GLOB2_1403|Pulau Kayangan;
Pulau Kayangan;query;place|GLOB2_1403|Pulau Kayangan;
Luconia;query;place|GLOB2_1405|Luzon;
Luzon;query;place|GLOB2_1405|Luzon;
Greece;query;place|GLOB2_1406|Greece;
Griekenland;query;place|GLOB2_1406|Greece;
Grobogan;query;place|GLOB2_1407|Grobogan;
Fort Noordwijk;query;place|GLOB2_1409|Fort Noordwijk;
Noordwijk;query;place|GLOB2_1409|Fort Noordwijk;
fort Noordwijck;query;place|GLOB2_1409|Fort Noordwijk;
fort Noortwijck;query;place|GLOB2_1409|Fort Noordwijk;
Chandannagar;query;place|GLOB2_1411|Chandannagar;
Chandernagore;query;place|GLOB2_1411|Chandannagar;
Onin;query;place|GLOB2_1412|Semenanjung Onin;
Ony;query;place|GLOB2_1412|Semenanjung Onin;
Ounig;query;place|GLOB2_1412|Semenanjung Onin;
Ounigh;query;place|GLOB2_1412|Semenanjung Onin;
Semenanjung Onin;query;place|GLOB2_1412|Semenanjung Onin;
South Pacific Ocean;query;place|GLOB2_1413|South Pacific Ocean;
Suydtzee;query;place|GLOB2_1413|South Pacific Ocean;
Zuidzee;query;place|GLOB2_1413|South Pacific Ocean;
Zuytzee;query;place|GLOB2_1413|South Pacific Ocean;
Sarkhej;query;place|GLOB2_1414|Sarkhej;
Sergees;query;place|GLOB2_1414|Sarkhej;
Sharkej;query;place|GLOB2_1414|Sarkhej;
Sirches;query;place|GLOB2_1414|Sarkhej;
Sirgees;query;place|GLOB2_1414|Sarkhej;
Sirkhej;query;place|GLOB2_1414|Sarkhej;
Nollot;query;place|GLOB2_1415|Nolot;
Nolot;query;place|GLOB2_1415|Nolot;
Anjouan;query;place|GLOB2_1416|Anjouan Island;
Anjouan Island;query;place|GLOB2_1416|Anjouan Island;
Ansjouan;query;place|GLOB2_1416|Anjouan Island;
Ansuany;query;place|GLOB2_1416|Anjouan Island;
Answany;query;place|GLOB2_1416|Anjouan Island;
Anzuani;query;place|GLOB2_1416|Anjouan Island;
Anzuany;query;place|GLOB2_1416|Anjouan Island;
Hinzuan;query;place|GLOB2_1416|Anjouan Island;
Johanna;query;place|GLOB2_1416|Anjouan Island;
Ndzuwani;query;place|GLOB2_1416|Anjouan Island;
Ndzwani;query;place|GLOB2_1416|Anjouan Island;
Nzwani;query;place|GLOB2_1416|Anjouan Island;
West Indies;query;place|GLOB2_1422|West Indies;
West-Indië;query;place|GLOB2_1422|West Indies;
Singapore Strait;query;place|GLOB2_1424|Singapore Strait;
Singapore, Straat;query;place|GLOB2_1424|Singapore Strait;
Singapura, Straat van;query;place|GLOB2_1424|Singapore Strait;
Straete Cincapure;query;place|GLOB2_1424|Singapore Strait;
Bali, Straat;query;place|GLOB2_1426|Selat Bali;
Selat Bali;query;place|GLOB2_1426|Selat Bali;
Aloor;query;place|GLOB2_1428|Alor Island;
Alor;query;place|GLOB2_1428|Alor Island;
Alor Island;query;place|GLOB2_1428|Alor Island;
Basar van Alor;query;place|GLOB2_1428|Alor Island;
Bacaassij;query;place|GLOB2_1429|Bekasi;
Bacassie;query;place|GLOB2_1429|Bekasi;
Bacassij;query;place|GLOB2_1429|Bekasi;
Baccassie;query;place|GLOB2_1429|Bekasi;
Baccassy;query;place|GLOB2_1429|Bekasi;
Bekasi;query;place|GLOB2_1429|Bekasi;
Bocassie;query;place|GLOB2_1429|Bekasi;
Lambotto;query;place|GLOB2_1430|Limboto;
Limboto;query;place|GLOB2_1430|Limboto;
Limbotte;query;place|GLOB2_1430|Limboto;
Limbotto;query;place|GLOB2_1430|Limboto;
Rackauw;query;place|GLOB2_1431|Ringgou;
Ringgou;query;place|GLOB2_1431|Ringgou;
Ringgur;query;place|GLOB2_1431|Ringgou;
Rokkou;query;place|GLOB2_1431|Ringgou;
Guinea;query;place|GLOB2_1435|Guinea;
Guinee;query;place|GLOB2_1435|Guinea;
Amabi;query;place|GLOB2_1436|Amabi;
Amanabi;query;place|GLOB2_1436|Amabi;
Ammaby;query;place|GLOB2_1436|Amabi;
Damar-Besar;query;place|GLOB2_1437|Pulau Damar Besar;
Edam;query;place|GLOB2_1437|Pulau Damar Besar;
Pulau Damar Besar;query;place|GLOB2_1437|Pulau Damar Besar;
Fort Speelwijk;query;place|GLOB2_1440|Fort Speelwijk;
Speelwijk, Kasteel;query;place|GLOB2_1440|Fort Speelwijk;
fort Speelwijck;query;place|GLOB2_1440|Fort Speelwijk;
fort Spelwijck;query;place|GLOB2_1440|Fort Speelwijk;
Tomini;query;place|GLOB2_1441|Tomini;
An-Hai;query;place|GLOB2_1442|Anhai;
Anhai;query;place|GLOB2_1442|Anhai;
Anhaij;query;place|GLOB2_1442|Anhai;
Anhay;query;place|GLOB2_1442|Anhai;
安海;query;place|GLOB2_1442|Anhai;
Carangantoe;query;place|GLOB2_1443|Pelabuhankarangantu;
Karangantu;query;place|GLOB2_1443|Pelabuhankarangantu;
Pelabuhankarangantu;query;place|GLOB2_1443|Pelabuhankarangantu;
Lange Eyland;query;place|GLOB2_1444|Pulau Panjang (Banten);
Pulau Pandjang;query;place|GLOB2_1444|Pulau Panjang (Banten);
Pulau Panjang (Banten);query;place|GLOB2_1444|Pulau Panjang (Banten);
Pulo Panjangh;query;place|GLOB2_1444|Pulau Panjang (Banten);
Bastion Groningen (Batavia);query;place|GLOB2_1445|Bastion Groningen (Batavia);
Groningen, Punt;query;place|GLOB2_1445|Bastion Groningen (Batavia);
Alang;query;place|GLOB2_1447|Alang;
Allang;query;place|GLOB2_1447|Alang;
Sorkam;query;place|GLOB2_1448|Sorkam;
Surcam;query;place|GLOB2_1448|Sorkam;
Palk Bay;query;place|GLOB2_1451|Palk Bay;
Tondi, bocht van;query;place|GLOB2_1451|Palk Bay;
Bastion Saphier (Batavia);query;place|GLOB2_1452|Bastion Saphier (Batavia);
Saffier, Punt;query;place|GLOB2_1452|Bastion Saphier (Batavia);
Safier, Punt;query;place|GLOB2_1452|Bastion Saphier (Batavia);
Saint Jacques;query;place|GLOB2_1455|St. Jacques;
Saint Jago;query;place|GLOB2_1455|St. Jacques;
Santiago;query;place|GLOB2_1455|St. Jacques;
Sint Jago;query;place|GLOB2_1455|St. Jacques;
St. Jacques;query;place|GLOB2_1455|St. Jacques;
baie St. Jago;query;place|GLOB2_1455|St. Jacques;
Sadrebone;query;place|GLOB2_1457|Sanrobone;
Sandraboni;query;place|GLOB2_1457|Sanrobone;
Sandrabonij;query;place|GLOB2_1457|Sanrobone;
Sanrabone;query;place|GLOB2_1457|Sanrobone;
Sanrobone;query;place|GLOB2_1457|Sanrobone;
Laboea;query;place|GLOB2_1458|Labuha;
Laboua;query;place|GLOB2_1458|Labuha;
Labuha;query;place|GLOB2_1458|Labuha;
Favorlang;query;place|GLOB2_1461|Favorlangh;
Favorlangh;query;place|GLOB2_1461|Favorlangh;
Favorolang;query;place|GLOB2_1461|Favorlangh;
Favorolangh;query;place|GLOB2_1461|Favorlangh;
Vavoralangh;query;place|GLOB2_1461|Favorlangh;
Vovorolang;query;place|GLOB2_1461|Favorlangh;
Madrid;query;place|GLOB2_1463|Madrid;
Chaul;query;place|GLOB2_1464|Chaul;
Rome;query;place|GLOB2_1467|Rome;
Lahor;query;place|GLOB2_1471|Lahore;
Lahore;query;place|GLOB2_1471|Lahore;
Bira;query;place|GLOB2_1472|Bira;
Lommelaija;query;place|GLOB2_1473|Rumahkai;
Roemacay;query;place|GLOB2_1473|Rumahkai;
Roumakay;query;place|GLOB2_1473|Rumahkai;
Rumahkai;query;place|GLOB2_1473|Rumahkai;
Corea;query;place|GLOB2_1475|Korea;
Korea;query;place|GLOB2_1475|Korea;
Corea;query;place|GLOB2_1475_GEO_1|Korean Peninsula;
Korean Peninsula;query;place|GLOB2_1475_GEO_1|Korean Peninsula;
Corea;query;place|GLOB2_1475_HUM_1|Korea;
Korea;query;place|GLOB2_1475_HUM_1|Korea;
Erican;query;place|GLOB2_1476|Ïrakam;
Erikan;query;place|GLOB2_1476|Ïrakam;
Ïrakam;query;place|GLOB2_1476|Ïrakam;
Cikoco;query;place|GLOB2_1478|Kyushu;
Kioesjoe;query;place|GLOB2_1478|Kyushu;
Kiushiu;query;place|GLOB2_1478|Kyushu;
Kyushu;query;place|GLOB2_1478|Kyushu;
Kyūshū;query;place|GLOB2_1478|Kyushu;
Qoesiouw;query;place|GLOB2_1478|Kyushu;
Quoesiouw;query;place|GLOB2_1478|Kyushu;
Saijkock;query;place|GLOB2_1478|Kyushu;
Saikock;query;place|GLOB2_1478|Kyushu;
九州;query;place|GLOB2_1478|Kyushu;
The Hague;query;place|GLOB2_1480|The Hague;
`s-Gravenhage;query;place|GLOB2_1480|The Hague;
Aijnam;query;place|GLOB2_1482|Hainan Dao;
Ainam;query;place|GLOB2_1482|Hainan Dao;
Ainaon;query;place|GLOB2_1482|Hainan Dao;
Ainnaon;query;place|GLOB2_1482|Hainan Dao;
Hainan;query;place|GLOB2_1482|Hainan Dao;
Hainan Dao;query;place|GLOB2_1482|Hainan Dao;
海南;query;place|GLOB2_1482|Hainan Dao;
Four Korales;query;place|GLOB2_1485|Four Korales;
Vier Korala;query;place|GLOB2_1485|Four Korales;
Pampanga;query;place|GLOB2_1487|Pampanga;
Papanga;query;place|GLOB2_1487|Pampanga;
Warnama;query;place|GLOB2_1488|Werinama;
Werinama;query;place|GLOB2_1488|Werinama;
Imbanagara;query;place|GLOB2_1489|Imbanagara;
Bastion Parel (Batavia);query;place|GLOB2_1491|Bastion Parel (Batavia);
Paerle;query;place|GLOB2_1491|Bastion Parel (Batavia);
Parel, Punt;query;place|GLOB2_1491|Bastion Parel (Batavia);
Peerl;query;place|GLOB2_1491|Bastion Parel (Batavia);
Canael;query;place|GLOB2_1495|English Channel;
English Channel;query;place|GLOB2_1495|English Channel;
Kanaal;query;place|GLOB2_1495|English Channel;
Lesidi;query;place|GLOB2_1496|Lesidi;
Lessidi;query;place|GLOB2_1496|Lesidi;
Lessidij;query;place|GLOB2_1496|Lesidi;
Lissidi;query;place|GLOB2_1496|Lesidi;
Diepan;query;place|GLOB2_1497|Jipang;
Djipan;query;place|GLOB2_1497|Jipang;
Djipang;query;place|GLOB2_1497|Jipang;
Jipang;query;place|GLOB2_1497|Jipang;
Parakan Muntjang;query;place|GLOB2_1498|Parakanmuncang;
Parakanmuncang;query;place|GLOB2_1498|Parakanmuncang;
Parakanmuntjang;query;place|GLOB2_1498|Parakanmuncang;
Pracamoentjang;query;place|GLOB2_1498|Parakanmuncang;
Prackan Moentjang;query;place|GLOB2_1498|Parakanmuncang;
Prakamontjang;query;place|GLOB2_1498|Parakanmuncang;
Prakan Moentsjang;query;place|GLOB2_1498|Parakanmuncang;
Duitsland;query;place|GLOB2_1499|Germany;
Germany;query;place|GLOB2_1499|Germany;
Alas;query;place|GLOB2_1500|Alas;
Allas;query;place|GLOB2_1500|Alas;
Wilhelmus, Fort;query;place|GLOB2_1503|William Fort (Chettuva);
William Fort (Chettuva);query;place|GLOB2_1503|William Fort (Chettuva);
fort Wilhelmus;query;place|GLOB2_1503|William Fort (Chettuva);
Ceram Laut;query;place|GLOB2_1505|Pulau Seram Laut;
Ceram Lauw;query;place|GLOB2_1505|Pulau Seram Laut;
Ceram-Laut;query;place|GLOB2_1505|Pulau Seram Laut;
Ceramlaut;query;place|GLOB2_1505|Pulau Seram Laut;
Pulau Seram Laut;query;place|GLOB2_1505|Pulau Seram Laut;
Seram Laut;query;place|GLOB2_1505|Pulau Seram Laut;
Dabhol;query;place|GLOB2_1506|Dābhol;
Dabhul;query;place|GLOB2_1506|Dābhol;
Dabul;query;place|GLOB2_1506|Dābhol;
Dābhol;query;place|GLOB2_1506|Dābhol;
Lande;query;place|GLOB2_1507|Pulau Landu;
Landu;query;place|GLOB2_1507|Pulau Landu;
Pulau Landu;query;place|GLOB2_1507|Pulau Landu;
Sala Tiga;query;place|GLOB2_1508|Salatiga;
Salatiga;query;place|GLOB2_1508|Salatiga;
Haomei;query;place|GLOB2_1512|Wancan;
Wancan;query;place|GLOB2_1512|Wancan;
Wanckan;query;place|GLOB2_1512|Wancan;
Wankan;query;place|GLOB2_1512|Wancan;
蚊港;query;place|GLOB2_1512|Wancan;
Fort Rotterdam (Makassar);query;place|GLOB2_1514|Fort Rotterdam (Makassar);
Rotterdam, Kasteel;query;place|GLOB2_1514|Fort Rotterdam (Makassar);
Rotterdam, fort;query;place|GLOB2_1514|Fort Rotterdam (Makassar);
Ujung Pandang;query;place|GLOB2_1514|Fort Rotterdam (Makassar);
fort Panyua;query;place|GLOB2_1514|Fort Rotterdam (Makassar);
fort Rotterdam;query;place|GLOB2_1514|Fort Rotterdam (Makassar);
kasteel Rotterdam;query;place|GLOB2_1514|Fort Rotterdam (Makassar);
Banda Lontar;query;place|GLOB2_1515|Pulau Banda Besar;
Banda Lonthar;query;place|GLOB2_1515|Pulau Banda Besar;
Banda-Lontar;query;place|GLOB2_1515|Pulau Banda Besar;
Banda-Lonthar;query;place|GLOB2_1515|Pulau Banda Besar;
Groot Banda;query;place|GLOB2_1515|Pulau Banda Besar;
Lontar;query;place|GLOB2_1515|Pulau Banda Besar;
Lonthoijr;query;place|GLOB2_1515|Pulau Banda Besar;
Lonthoir;query;place|GLOB2_1515|Pulau Banda Besar;
Lonthor;query;place|GLOB2_1515|Pulau Banda Besar;
Lonthour;query;place|GLOB2_1515|Pulau Banda Besar;
Lontoijr;query;place|GLOB2_1515|Pulau Banda Besar;
Lontoor;query;place|GLOB2_1515|Pulau Banda Besar;
Lontor;query;place|GLOB2_1515|Pulau Banda Besar;
Pulau Banda;query;place|GLOB2_1515|Pulau Banda Besar;
Pulau Banda Besar;query;place|GLOB2_1515|Pulau Banda Besar;
Eastcoast of Sumatra;query;place|GLOB2_1516|Sumatra's Eastern Coast;
Oostkust van Sumatra;query;place|GLOB2_1516|Sumatra's Eastern Coast;
Sumatra's Eastern Coast;query;place|GLOB2_1516|Sumatra's Eastern Coast;
Sumatra's Oostkust;query;place|GLOB2_1516|Sumatra's Eastern Coast;
