key;context;value;
Bellasoor;query;place|GLOB_503|Balasore;
Bellasore;query;place|GLOB_503|Balasore;
Bellazoor;query;place|GLOB_503|Balasore;
Bellesoor;query;place|GLOB_503|Balasore;
Anciol;query;place|GLOB_504|Ancol;
Ancol;query;place|GLOB_504|Ancol;
Angiol;query;place|GLOB_504|Ancol;
Anjool;query;place|GLOB_504|Ancol;
Anschiol;query;place|GLOB_504|Ancol;
Ansjol;query;place|GLOB_504|Ancol;
Antjol;query;place|GLOB_504|Ancol;
Antsyol;query;place|GLOB_504|Ancol;
Anckey;query;place|GLOB_505|Angke;
Angke;query;place|GLOB_505|Angke;
Angké;query;place|GLOB_505|Angke;
Ankee;query;place|GLOB_505|Angke;
Sterrenschans;query;place|GLOB_505|Angke;
fort Anckee;query;place|GLOB_505|Angke;
fort Angke;query;place|GLOB_505|Angke;
fort Anke;query;place|GLOB_505|Angke;
fort Ankee;query;place|GLOB_505|Angke;
fort Nieuwendam;query;place|GLOB_505|Angke;
fort Zevenhoek;query;place|GLOB_505|Angke;
Anckey;query;place|GLOB_505_GEO_1|Kali Angke;
Angké;query;place|GLOB_505_GEO_1|Kali Angke;
Ankee;query;place|GLOB_505_GEO_1|Kali Angke;
Kali Angke;query;place|GLOB_505_GEO_1|Kali Angke;
Anckey;query;place|GLOB_505_HUM_1|Angke, fort;
Angke, fort;query;place|GLOB_505_HUM_1|Angke, fort;
Angké;query;place|GLOB_505_HUM_1|Angke, fort;
Ankee;query;place|GLOB_505_HUM_1|Angke, fort;
Sterrenschans;query;place|GLOB_505_HUM_1|Angke, fort;
fort Anckee;query;place|GLOB_505_HUM_1|Angke, fort;
fort Angke;query;place|GLOB_505_HUM_1|Angke, fort;
fort Anke;query;place|GLOB_505_HUM_1|Angke, fort;
fort Ankee;query;place|GLOB_505_HUM_1|Angke, fort;
fort Nieuwendam;query;place|GLOB_505_HUM_1|Angke, fort;
fort Zevenhoek;query;place|GLOB_505_HUM_1|Angke, fort;
Anckey;query;place|GLOB_505_HUM_2|Angke;
Angke;query;place|GLOB_505_HUM_2|Angke;
Angké;query;place|GLOB_505_HUM_2|Angke;
Ankee;query;place|GLOB_505_HUM_2|Angke;
Aripa;query;place|GLOB_507|Arippu;
Aripo;query;place|GLOB_507|Arippu;
Aripoe;query;place|GLOB_507|Arippu;
Arippu;query;place|GLOB_507|Arippu;
Aripu;query;place|GLOB_507|Arippu;
Arrippo;query;place|GLOB_507|Arippu;
Aicotta;query;place|GLOB_508|Azhikod;
Aicotte;query;place|GLOB_508|Azhikod;
Aijcotta;query;place|GLOB_508|Azhikod;
Aijcotte;query;place|GLOB_508|Azhikod;
Aijkotta;query;place|GLOB_508|Azhikod;
Ay Cotta;query;place|GLOB_508|Azhikod;
Aycotta;query;place|GLOB_508|Azhikod;
Azhikod;query;place|GLOB_508|Azhikod;
Azhikode;query;place|GLOB_508|Azhikod;
Aicotta;query;place|GLOB_508_HUM_1|Azhikod (village);
Aicotte;query;place|GLOB_508_HUM_1|Azhikod (village);
Aijcotta;query;place|GLOB_508_HUM_1|Azhikod (village);
Aijcotte;query;place|GLOB_508_HUM_1|Azhikod (village);
Aijkotta;query;place|GLOB_508_HUM_1|Azhikod (village);
Ay Cotta;query;place|GLOB_508_HUM_1|Azhikod (village);
Aycotta;query;place|GLOB_508_HUM_1|Azhikod (village);
Azhikod;query;place|GLOB_508_HUM_1|Azhikod (village);
Azhikod (village);query;place|GLOB_508_HUM_1|Azhikod (village);
Azhikode;query;place|GLOB_508_HUM_1|Azhikod (village);
Aicotta;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Aicotte;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Aijcotta;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Aijcotte;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Aijkotta;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Ay Cotta;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Aycotta;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Azhikod;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Azhikod (guard post);query;place|GLOB_508_HUM_2|Azhikod (guard post);
Azhikode;query;place|GLOB_508_HUM_2|Azhikod (guard post);
Gaalen;query;place|GLOB_51|Galle;
Gale;query;place|GLOB_51|Galle;
Galen;query;place|GLOB_51|Galle;
Galle;query;place|GLOB_51|Galle;
Galo;query;place|GLOB_51|Galle;
Point de Galle;query;place|GLOB_51|Galle;
Puncto Gaele;query;place|GLOB_51|Galle;
Puncto Galle;query;place|GLOB_51|Galle;
Punto Galle;query;place|GLOB_51|Galle;
Punto de Galle;query;place|GLOB_51|Galle;
Aatchin;query;place|GLOB_512|Banda Aceh;
Achem;query;place|GLOB_512|Banda Aceh;
Achin;query;place|GLOB_512|Banda Aceh;
Aetchin;query;place|GLOB_512|Banda Aceh;
Atceh;query;place|GLOB_512|Banda Aceh;
Atchien;query;place|GLOB_512|Banda Aceh;
Atchim;query;place|GLOB_512|Banda Aceh;
Atchin;query;place|GLOB_512|Banda Aceh;
Atjch;query;place|GLOB_512|Banda Aceh;
Atjeh;query;place|GLOB_512|Banda Aceh;
Atsijn;query;place|GLOB_512|Banda Aceh;
Atsyn;query;place|GLOB_512|Banda Aceh;
Axem;query;place|GLOB_512|Banda Aceh;
Axim;query;place|GLOB_512|Banda Aceh;
Banda Aceh;query;place|GLOB_512|Banda Aceh;
Banda Atceh;query;place|GLOB_512|Banda Aceh;
Banda Atjeh;query;place|GLOB_512|Banda Aceh;
Adjarhadja;query;place|GLOB_514|Airhaji;
Adjer Hadja;query;place|GLOB_514|Airhaji;
Adjerbadja;query;place|GLOB_514|Airhaji;
Adjerhadja;query;place|GLOB_514|Airhaji;
Aijerhadja;query;place|GLOB_514|Airhaji;
Air Hadji;query;place|GLOB_514|Airhaji;
Airhadji;query;place|GLOB_514|Airhaji;
Airhaji;query;place|GLOB_514|Airhaji;
Ajerhadia;query;place|GLOB_514|Airhaji;
Ajerhadja;query;place|GLOB_514|Airhaji;
Abessie;query;place|GLOB_515|Abyssinia;
Abessinië;query;place|GLOB_515|Abyssinia;
Abessynië;query;place|GLOB_515|Abyssinia;
Abissirien;query;place|GLOB_515|Abyssinia;
Abysenia;query;place|GLOB_515|Abyssinia;
Abyssinia;query;place|GLOB_515|Abyssinia;
Abyssinia;query;place|GLOB_515|Abyssinia;
Ethiopia;query;place|GLOB_515|Abyssinia;
Ethiopie;query;place|GLOB_515|Abyssinia;
Ethiopische cust in Congo;query;place|GLOB_515|Abyssinia;
Ethiopië;query;place|GLOB_515|Abyssinia;
Aijmoij;query;place|GLOB_516|Xiamen;
Amoy;query;place|GLOB_516|Xiamen;
Aymoy;query;place|GLOB_516|Xiamen;
Aymuy;query;place|GLOB_516|Xiamen;
Emuij;query;place|GLOB_516|Xiamen;
Eymuy;query;place|GLOB_516|Xiamen;
Xiamen;query;place|GLOB_516|Xiamen;
厦門;query;place|GLOB_516|Xiamen;
Allalande;query;place|GLOB_517|Allelande;
Allelande;query;place|GLOB_517|Allelande;
Allelanden;query;place|GLOB_517|Allelande;
Ahmadabad;query;place|GLOB_518|Ahmedabad;
Ahmadabath;query;place|GLOB_518|Ahmedabad;
Ahmedabad;query;place|GLOB_518|Ahmedabad;
Amadabad;query;place|GLOB_518|Ahmedabad;
Amadabat;query;place|GLOB_518|Ahmedabad;
Amadabatah;query;place|GLOB_518|Ahmedabad;
Amed Abaad;query;place|GLOB_518|Ahmedabad;
Amed-abaath;query;place|GLOB_518|Ahmedabad;
Amedabaad;query;place|GLOB_518|Ahmedabad;
Amedabaath;query;place|GLOB_518|Ahmedabad;
Amedabad;query;place|GLOB_518|Ahmedabad;
Amet Abaad;query;place|GLOB_518|Ahmedabad;
Alloetkoer Korls;query;place|GLOB_519|Alutkuru;
Aloutcoru-corle;query;place|GLOB_519|Alutkuru;
Aludcoercorle;query;place|GLOB_519|Alutkuru;
Alutcoer Corle;query;place|GLOB_519|Alutkuru;
Alutcour;query;place|GLOB_519|Alutkuru;
Alutkura korala;query;place|GLOB_519|Alutkuru;
Alutkuru;query;place|GLOB_519|Alutkuru;
Alutkuru Korala;query;place|GLOB_519|Alutkuru;
Alutkuru Korale;query;place|GLOB_519|Alutkuru;
Gaalen;query;place|GLOB_51_HUM_1|Galle (city);
Gale;query;place|GLOB_51_HUM_1|Galle (city);
Galen;query;place|GLOB_51_HUM_1|Galle (city);
Galle;query;place|GLOB_51_HUM_1|Galle (city);
Galle (city);query;place|GLOB_51_HUM_1|Galle (city);
Galo;query;place|GLOB_51_HUM_1|Galle (city);
Point de Galle;query;place|GLOB_51_HUM_1|Galle (city);
Puncto Gaele;query;place|GLOB_51_HUM_1|Galle (city);
Puncto Galle;query;place|GLOB_51_HUM_1|Galle (city);
Punto Galle;query;place|GLOB_51_HUM_1|Galle (city);
Punto de Galle;query;place|GLOB_51_HUM_1|Galle (city);
Gaalen;query;place|GLOB_51_HUM_2|Galle Fort;
Gale;query;place|GLOB_51_HUM_2|Galle Fort;
Galen;query;place|GLOB_51_HUM_2|Galle Fort;
Galle;query;place|GLOB_51_HUM_2|Galle Fort;
Galle Fort;query;place|GLOB_51_HUM_2|Galle Fort;
Galo;query;place|GLOB_51_HUM_2|Galle Fort;
Goentoer;query;place|GLOB_52|Guntur;
Guntur;query;place|GLOB_52|Guntur;
Alappuzha;query;place|GLOB_521|Alappuzha;
Alepe;query;place|GLOB_521|Alappuzha;
Alepee;query;place|GLOB_521|Alappuzha;
Aleppe;query;place|GLOB_521|Alappuzha;
Allepe;query;place|GLOB_521|Alappuzha;
Alleppe;query;place|GLOB_521|Alappuzha;
Alleppey;query;place|GLOB_521|Alappuzha;
Bancahoelo;query;place|GLOB_522|Bengkulu;
Bancahoeloe;query;place|GLOB_522|Bengkulu;
Bancahoulou;query;place|GLOB_522|Bengkulu;
Bancoelo;query;place|GLOB_522|Bengkulu;
Bancoeloe;query;place|GLOB_522|Bengkulu;
Bankahoeloe;query;place|GLOB_522|Bengkulu;
Bankoele;query;place|GLOB_522|Bengkulu;
Bankoeloe;query;place|GLOB_522|Bengkulu;
Bengkulen;query;place|GLOB_522|Bengkulu;
Bengkulu;query;place|GLOB_522|Bengkulu;
Benkoele;query;place|GLOB_522|Bengkulu;
Benkulen;query;place|GLOB_522|Bengkulu;
Bandjarmasin;query;place|GLOB_523|Banjarmasin;
Bandjarmassin;query;place|GLOB_523|Banjarmasin;
Bandjermassing;query;place|GLOB_523|Banjarmasin;
Bandjirmassin;query;place|GLOB_523|Banjarmasin;
Banjarmasin;query;place|GLOB_523|Banjarmasin;
Banjarmassingh;query;place|GLOB_523|Banjarmasin;
Banjer;query;place|GLOB_523|Banjarmasin;
Banjer Massing;query;place|GLOB_523|Banjarmasin;
Banjer-massin;query;place|GLOB_523|Banjarmasin;
Banjermassen;query;place|GLOB_523|Banjarmasin;
Banjermassing;query;place|GLOB_523|Banjarmasin;
Banjermassingh;query;place|GLOB_523|Banjarmasin;
Beniarmassin;query;place|GLOB_523|Banjarmasin;
Benjermassing;query;place|GLOB_523|Banjarmasin;
Bagelpoer;query;place|GLOB_525|Bhāgalpur;
Baggelpour;query;place|GLOB_525|Bhāgalpur;
Baggerpoer;query;place|GLOB_525|Bhāgalpur;
Baggerpour;query;place|GLOB_525|Bhāgalpur;
Bhagalpur;query;place|GLOB_525|Bhāgalpur;
Bhāgalpur;query;place|GLOB_525|Bhāgalpur;
Bab al Mandab;query;place|GLOB_526|Bab el Mandeb;
Bab el Mandeb;query;place|GLOB_526|Bab el Mandeb;
Babelmandel;query;place|GLOB_526|Bab el Mandeb;
Baai Fals;query;place|GLOB_527|False Bay;
Baay Fals;query;place|GLOB_527|False Bay;
Baay Vals;query;place|GLOB_527|False Bay;
Bhaij Fals;query;place|GLOB_527|False Bay;
Bhaijfals;query;place|GLOB_527|False Bay;
C. Falço;query;place|GLOB_527|False Bay;
Cabo Falço;query;place|GLOB_527|False Bay;
False Bay;query;place|GLOB_527|False Bay;
Kaap Vals;query;place|GLOB_527|False Bay;
Valsbaai;query;place|GLOB_527|False Bay;
Valse Baai;query;place|GLOB_527|False Bay;
de Baai Fals;query;place|GLOB_527|False Bay;
Aywika;query;place|GLOB_528|Azheekal (Kollam);
Azheekal (Kollam);query;place|GLOB_528|Azheekal (Kollam);
Azhi Mukam;query;place|GLOB_528|Azheekal (Kollam);
Groot Aijwieke;query;place|GLOB_528|Azheekal (Kollam);
Groot Aijwika;query;place|GLOB_528|Azheekal (Kollam);
Aywika;query;place|GLOB_528_HUM_1|Groot Aijwieke;
Azhi Mukam;query;place|GLOB_528_HUM_1|Groot Aijwieke;
Groot Aijwieke;query;place|GLOB_528_HUM_1|Groot Aijwieke;
Aywika;query;place|GLOB_528_HUM_2|Tjerri Aijwike;
Azhi Mukam;query;place|GLOB_528_HUM_2|Tjerri Aijwike;
Tjerri Aijwike;query;place|GLOB_528_HUM_2|Tjerri Aijwike;
Aywika;query;place|GLOB_528_HUM_3|Klijn Aijwike;
Azhi Mukam;query;place|GLOB_528_HUM_3|Klijn Aijwike;
Klijn Aijwike;query;place|GLOB_528_HUM_3|Klijn Aijwike;
Balloecher;query;place|GLOB_529|Baloesir;
Baloesir;query;place|GLOB_529|Baloesir;
Hangewelle;query;place|GLOB_53|Hanwella;
Hangwelle;query;place|GLOB_53|Hanwella;
Hanwella;query;place|GLOB_53|Hanwella;
Hanwelle;query;place|GLOB_53|Hanwella;
fort Hanwella;query;place|GLOB_53|Hanwella;
Chennai;query;place|GLOB_530|Chennai;
Madras;query;place|GLOB_530|Chennai;
Madraspatam;query;place|GLOB_530|Chennai;
Madraspatnam;query;place|GLOB_530|Chennai;
Kakinada;query;place|GLOB_532|Kakinada;
Kakinara;query;place|GLOB_532|Kakinada;
Djambi;query;place|GLOB_533|Kota Jambi;
Iamby;query;place|GLOB_533|Kota Jambi;
Jambi;query;place|GLOB_533|Kota Jambi;
Jambij;query;place|GLOB_533|Kota Jambi;
Jambij Logie;query;place|GLOB_533|Kota Jambi;
Jamby;query;place|GLOB_533|Kota Jambi;
Jamy;query;place|GLOB_533|Kota Jambi;
Kota Jambi;query;place|GLOB_533|Kota Jambi;
Fort Jacatra;query;place|GLOB_535|Fort Jacatra;
Jacatra, fort;query;place|GLOB_535|Fort Jacatra;
Jaccatra;query;place|GLOB_535|Fort Jacatra;
Jakatra;query;place|GLOB_535|Fort Jacatra;
fort Jacattra;query;place|GLOB_535|Fort Jacatra;
fort Jaccatra;query;place|GLOB_535|Fort Jacatra;
fort Jacketraa;query;place|GLOB_535|Fort Jacatra;
fort Jakkatra;query;place|GLOB_535|Fort Jacatra;
France;query;place|GLOB_536|Mauritius;
Ile de France;query;place|GLOB_536|Mauritius;
Ilha da França;query;place|GLOB_536|Mauritius;
Ilha de França;query;place|GLOB_536|Mauritius;
Isle de France;query;place|GLOB_536|Mauritius;
Maratange;query;place|GLOB_536|Mauritius;
Matatan;query;place|GLOB_536|Mauritius;
Matatana;query;place|GLOB_536|Mauritius;
Matatane;query;place|GLOB_536|Mauritius;
Matatanne;query;place|GLOB_536|Mauritius;
Matitanana;query;place|GLOB_536|Mauritius;
Mattanana;query;place|GLOB_536|Mauritius;
Mattanina;query;place|GLOB_536|Mauritius;
Mattatana;query;place|GLOB_536|Mauritius;
Maurice;query;place|GLOB_536|Mauritius;
Mauritius;query;place|GLOB_536|Mauritius;
île de France;query;place|GLOB_536|Mauritius;
Iaffanapatna;query;place|GLOB_538|Jaffna;
Iaffanapatnam;query;place|GLOB_538|Jaffna;
Iaphanapatam;query;place|GLOB_538|Jaffna;
Jaffanapatnam;query;place|GLOB_538|Jaffna;
Jaffena;query;place|GLOB_538|Jaffna;
Jaffenapatnam;query;place|GLOB_538|Jaffna;
Jaffenepatnaem;query;place|GLOB_538|Jaffna;
Jaffna;query;place|GLOB_538|Jaffna;
Jaffnapatnam;query;place|GLOB_538|Jaffna;
Jafna;query;place|GLOB_538|Jaffna;
Jafnapatam;query;place|GLOB_538|Jaffna;
Jafnapatnam;query;place|GLOB_538|Jaffna;
Jaftenapatnam;query;place|GLOB_538|Jaffna;
Jassna;query;place|GLOB_538|Jaffna;
Jeftenapatnam;query;place|GLOB_538|Jaffna;
Iaffanapatna;query;place|GLOB_538_HUM_1|Jaffna;
Iaffanapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Iaphanapatam;query;place|GLOB_538_HUM_1|Jaffna;
Jaffanapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Jaffena;query;place|GLOB_538_HUM_1|Jaffna;
Jaffenapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Jaffenepatnaem;query;place|GLOB_538_HUM_1|Jaffna;
Jaffna;query;place|GLOB_538_HUM_1|Jaffna;
Jaffnapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Jafna;query;place|GLOB_538_HUM_1|Jaffna;
Jafnapatam;query;place|GLOB_538_HUM_1|Jaffna;
Jafnapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Jaftenapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Jassna;query;place|GLOB_538_HUM_1|Jaffna;
Jeftenapatnam;query;place|GLOB_538_HUM_1|Jaffna;
Iaffanapatna;query;place|GLOB_538_HUM_2|Jaffna;
Iaffanapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Iaphanapatam;query;place|GLOB_538_HUM_2|Jaffna;
Jaffanapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Jaffena;query;place|GLOB_538_HUM_2|Jaffna;
Jaffenapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Jaffenepatnaem;query;place|GLOB_538_HUM_2|Jaffna;
Jaffna;query;place|GLOB_538_HUM_2|Jaffna;
Jaffnapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Jafna;query;place|GLOB_538_HUM_2|Jaffna;
Jafnapatam;query;place|GLOB_538_HUM_2|Jaffna;
Jafnapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Jaftenapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Jassna;query;place|GLOB_538_HUM_2|Jaffna;
Jeftenapatnam;query;place|GLOB_538_HUM_2|Jaffna;
Iaffanapatna;query;place|GLOB_538_HUM_3|Jaffna Fort;
Iaffanapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Iaphanapatam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffanapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffena;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffenapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffenepatnaem;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffna;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffna Fort;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaffnapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jafna;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jafnapatam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jafnapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jaftenapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jassna;query;place|GLOB_538_HUM_3|Jaffna Fort;
Jeftenapatnam;query;place|GLOB_538_HUM_3|Jaffna Fort;
Ayuthia;query;place|GLOB_539|Siam;
Ayutthaya;query;place|GLOB_539|Siam;
Iudiad;query;place|GLOB_539|Siam;
Iudja;query;place|GLOB_539|Siam;
Jocdia;query;place|GLOB_539|Siam;
Judea;query;place|GLOB_539|Siam;
Judia;query;place|GLOB_539|Siam;
Judja;query;place|GLOB_539|Siam;
Siam;query;place|GLOB_539|Siam;
Firando;query;place|GLOB_54|Hirado;
Firato;query;place|GLOB_54|Hirado;
Hirado;query;place|GLOB_54|Hirado;
平戸;query;place|GLOB_54|Hirado;
Linga;query;place|GLOB_541|Pulau Lingga (Indonesia);
Linge;query;place|GLOB_541|Pulau Lingga (Indonesia);
Lingga;query;place|GLOB_541|Pulau Lingga (Indonesia);
Lingij;query;place|GLOB_541|Pulau Lingga (Indonesia);
Lingo;query;place|GLOB_541|Pulau Lingga (Indonesia);
Pulau Lingga (Indonesia);query;place|GLOB_541|Pulau Lingga (Indonesia);
Madano;query;place|GLOB_542|Mendono;
Madona;query;place|GLOB_542|Mendono;
Mandano;query;place|GLOB_542|Mendono;
Mendono;query;place|GLOB_542|Mendono;
Mondona;query;place|GLOB_542|Mendono;
Machian;query;place|GLOB_543|Pulau Makian;
Macquiaan;query;place|GLOB_543|Pulau Makian;
Macquiam;query;place|GLOB_543|Pulau Makian;
Macquian;query;place|GLOB_543|Pulau Makian;
Makian;query;place|GLOB_543|Pulau Makian;
Makéan;query;place|GLOB_543|Pulau Makian;
Pulau Makian;query;place|GLOB_543|Pulau Makian;
Espanagie;query;place|GLOB_544|Sungai Linggi;
Panagi;query;place|GLOB_544|Sungai Linggi;
Panagie;query;place|GLOB_544|Sungai Linggi;
Pannagi;query;place|GLOB_544|Sungai Linggi;
Pannagie;query;place|GLOB_544|Sungai Linggi;
Penagie;query;place|GLOB_544|Sungai Linggi;
Sungai Linggi;query;place|GLOB_544|Sungai Linggi;
Baru;query;place|GLOB_545|Baru;
Courang;query;place|GLOB_545|Baru;
Catauon;query;place|GLOB_546|Ketahun;
Cottoun;query;place|GLOB_546|Ketahun;
Ketahun;query;place|GLOB_546|Ketahun;
Ketaun;query;place|GLOB_546|Ketahun;
Cotta Rana;query;place|GLOB_547|Kota-Rena;
Cottarenna;query;place|GLOB_547|Kota-Rena;
Cottarinna;query;place|GLOB_547|Kota-Rena;
Kota-Rena;query;place|GLOB_547|Kota-Rena;
Kotah Rena;query;place|GLOB_547|Kota-Rena;
Coerettij;query;place|GLOB_548|Koratti;
Coerti;query;place|GLOB_548|Koratti;
Coerty;query;place|GLOB_548|Koratti;
Corettij;query;place|GLOB_548|Koratti;
Coretty;query;place|GLOB_548|Koratti;
Corretij;query;place|GLOB_548|Koratti;
Corretty;query;place|GLOB_548|Koratti;
Koratti;query;place|GLOB_548|Koratti;
Collesegrepatnam;query;place|GLOB_549|Kulasekarapatnam;
Kulasekarapatnam;query;place|GLOB_549|Kulasekarapatnam;
Kulasekharapatnam;query;place|GLOB_549|Kulasekarapatnam;
Firando;query;place|GLOB_54_GEO_1|Hirado Shima;
Firato;query;place|GLOB_54_GEO_1|Hirado Shima;
Hirado;query;place|GLOB_54_GEO_1|Hirado Shima;
Hirado Shima;query;place|GLOB_54_GEO_1|Hirado Shima;
平戸;query;place|GLOB_54_GEO_1|Hirado Shima;
Firando;query;place|GLOB_54_HUM_1|Hirado (city);
Firato;query;place|GLOB_54_HUM_1|Hirado (city);
Hirado;query;place|GLOB_54_HUM_1|Hirado (city);
Hirado (city);query;place|GLOB_54_HUM_1|Hirado (city);
平戸;query;place|GLOB_54_HUM_1|Hirado (city);
Hoenoemoa;query;place|GLOB_55|Pulau Saparua;
Honimoa;query;place|GLOB_55|Pulau Saparua;
Pulau Saparua;query;place|GLOB_55|Pulau Saparua;
Saparauwa;query;place|GLOB_55|Pulau Saparua;
Saparoea;query;place|GLOB_55|Pulau Saparua;
Saparoua;query;place|GLOB_55|Pulau Saparua;
Saparua;query;place|GLOB_55|Pulau Saparua;
Saparua eiland;query;place|GLOB_55|Pulau Saparua;
Helsignoor;query;place|GLOB_550|Helsingør;
Helsingör;query;place|GLOB_550|Helsingør;
Helsingør;query;place|GLOB_550|Helsingør;
Hulffsdorp;query;place|GLOB_551|Hulftsdorp ;
Hulfsdorp;query;place|GLOB_551|Hulftsdorp ;
Hulftsdorp ;query;place|GLOB_551|Hulftsdorp ;
Hulptsdorp;query;place|GLOB_551|Hulftsdorp ;
Hulsdorp;query;place|GLOB_551|Hulftsdorp ;
Hulstdorf;query;place|GLOB_551|Hulftsdorp ;
Hulstdorp;query;place|GLOB_551|Hulftsdorp ;
Hulstsdorp;query;place|GLOB_551|Hulftsdorp ;
Hultsdorf;query;place|GLOB_551|Hulftsdorp ;
Hultsdorp;query;place|GLOB_551|Hulftsdorp ;
Hülffsdorf;query;place|GLOB_551|Hulftsdorp ;
Hooghly;query;place|GLOB_552|Hugli;
Hougelij;query;place|GLOB_552|Hugli;
Houglij;query;place|GLOB_552|Hugli;
Hougly;query;place|GLOB_552|Hugli;
Hugli;query;place|GLOB_552|Hugli;
Hugly;query;place|GLOB_552|Hugli;
Oegli;query;place|GLOB_552|Hugli;
Ougely;query;place|GLOB_552|Hugli;
Ouglij;query;place|GLOB_552|Hugli;
Hitland;query;place|GLOB_553|Shetland Islands;
Hitlant;query;place|GLOB_553|Shetland Islands;
Shetland Islands;query;place|GLOB_553|Shetland Islands;
Shetland eilanden;query;place|GLOB_553|Shetland Islands;
Shetland-eilanden;query;place|GLOB_553|Shetland Islands;
Cajurim;query;place|GLOB_554|Hijli;
Cassuri;query;place|GLOB_554|Hijli;
Hijili;query;place|GLOB_554|Hijli;
Hijli;query;place|GLOB_554|Hijli;
Hingelij;query;place|GLOB_554|Hijli;
Hinsele;query;place|GLOB_554|Hijli;
Hinseley;query;place|GLOB_554|Hijli;
Cajurim;query;place|GLOB_554_GEO_1|Hijli;
Cassuri;query;place|GLOB_554_GEO_1|Hijli;
Hijili;query;place|GLOB_554_GEO_1|Hijli;
Hijli;query;place|GLOB_554_GEO_1|Hijli;
Hingelij;query;place|GLOB_554_GEO_1|Hijli;
Hinsele;query;place|GLOB_554_GEO_1|Hijli;
Hinseley;query;place|GLOB_554_GEO_1|Hijli;
Cajurim;query;place|GLOB_554_HUM_1|Hijli;
Cassuri;query;place|GLOB_554_HUM_1|Hijli;
Hijili;query;place|GLOB_554_HUM_1|Hijli;
Hijli;query;place|GLOB_554_HUM_1|Hijli;
Hingelij;query;place|GLOB_554_HUM_1|Hijli;
Hinsele;query;place|GLOB_554_HUM_1|Hijli;
Hinseley;query;place|GLOB_554_HUM_1|Hijli;
Cairo;query;place|GLOB_555|Cairo;
Groot-Cairo;query;place|GLOB_555|Cairo;
Grece;query;place|GLOB_556|Gresik;
Gresik;query;place|GLOB_556|Gresik;
Gressic;query;place|GLOB_556|Gresik;
Grisee;query;place|GLOB_556|Gresik;
Grisse;query;place|GLOB_556|Gresik;
Grissec;query;place|GLOB_556|Gresik;
Grissee;query;place|GLOB_556|Gresik;
Grissick;query;place|GLOB_556|Gresik;
Grissicq;query;place|GLOB_556|Gresik;
Grissiess;query;place|GLOB_556|Gresik;
Grissé;query;place|GLOB_556|Gresik;
Grissée;query;place|GLOB_556|Gresik;
Gangas;query;place|GLOB_557|Ganges River;
Ganges;query;place|GLOB_557|Ganges River;
Ganges River;query;place|GLOB_557|Ganges River;
Gerways;query;place|GLOB_558|Girreway pattoe;
Ghierreway Pattoe;query;place|GLOB_558|Girreway pattoe;
Girrewaij;query;place|GLOB_558|Girreway pattoe;
Girreway pattoe;query;place|GLOB_558|Girreway pattoe;
Giruwayu Pattu;query;place|GLOB_558|Girreway pattoe;
Girways;query;place|GLOB_558|Girreway pattoe;
Goa (Makassar);query;place|GLOB_559|Gowa (Indonesia);
Goah;query;place|GLOB_559|Gowa (Indonesia);
Gowa;query;place|GLOB_559|Gowa (Indonesia);
Gowa (Indonesia);query;place|GLOB_559|Gowa (Indonesia);
Gondij. Poulo;query;place|GLOB_560|Pulau Legundi;
Groot-Lagondi;query;place|GLOB_560|Pulau Legundi;
Legoendi, Pulau;query;place|GLOB_560|Pulau Legundi;
Poelo Gondij;query;place|GLOB_560|Pulau Legundi;
Poulo Gondy;query;place|GLOB_560|Pulau Legundi;
Pulau Legundi;query;place|GLOB_560|Pulau Legundi;
Geser;query;place|GLOB_561|Pulau Geser;
Gesser;query;place|GLOB_561|Pulau Geser;
